job_id,title,company,city,location,work_mode,applications,posted_before,skills,url
4278810429,"Måltidspersonal, timvikarie",Olofströms Kommun,Olofström,"Olofström, Blekinge County, Sweden",,0.0,2 days ago,"Operations Management, Open Source Software, +5 more",https://www.linkedin.com/jobs/search/?currentJobId=4278810429&keywords=&location=Sweden&start=150
4274478307,Allegio Nacka söker timvikarier/sommarvikarier som vill arbeta kväll,Internetmedicin,Nacka,"Nacka, Stockholm County, Sweden",On-site,1.0,2 weeks ago,"AV, General Electric",https://www.linkedin.com/jobs/search/?currentJobId=4274478307&keywords=&location=Sweden&start=150
4243850747,Environment Artist,Embark Studios,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,100.0,Reposted 15 hours ago,"Material Map, Lighting, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4243850747&keywords=&location=Sweden&start=150
4277509818,Förvaltare - Helsingborg,Riksbyggen - Rum för hela livet,Helsingborg,"Helsingborg, Skåne County, Sweden",On-site,33.0,1 week ago,"Charter, Fundraising, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4277509818&keywords=&location=Sweden&start=150
4268760981,Receptionist/Väktare till Riksarkivet i Härnösand,Securus,Sundsvall Municipality,"Sundsvall Municipality, Västernorrland County, Sweden",On-site,7.0,3 weeks ago,"Telephone etiquette, Fax, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4268760981&keywords=&location=Sweden&start=150
4269387428,Customer Support with Turkish,Dals,European Union,European Union,Remote,100.0,3 weeks ago,"Interpersonal Skills, Turkish, +4 more",https://www.linkedin.com/jobs/search/?currentJobId=4269387428&keywords=&location=Sweden&start=150
4278546578,Application Scientist - 50% part-time position,Biolin Scientific AB,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",On-site,100.0,1 week ago,"Surface Chemistry, Statistics, +6 more",https://www.linkedin.com/jobs/search/?currentJobId=4278546578&keywords=&location=Sweden&start=150
4280011342,Timvikarier sökes till Norlandia Eds & Vetenskapen,Norlandia Förskolor,Upplands Väsby,"Upplands Väsby, Stockholm County, Sweden",On-site,0.0,5 days ago,"AV, Engineering Equation Solver (EES), +2 more",https://www.linkedin.com/jobs/search/?currentJobId=4280011342&keywords=&location=Sweden&start=150
4268796474,Vi vill bli fler i köket på Pinchos Umeå,Pinchos,Umeå,"Umeå, Västerbotten County, Sweden",On-site,6.0,3 weeks ago,"Open Source Software, AV",https://www.linkedin.com/jobs/search/?currentJobId=4268796474&keywords=&location=Sweden&start=150
4250396629,Skadesamordnare,Projektstyrning Syd AB,Malmo,"Malmo, Skåne County, Sweden",On-site,47.0,Reposted 3 weeks ago,"Kontakt, open source development, +5 more",https://www.linkedin.com/jobs/search/?currentJobId=4250396629&keywords=&location=Sweden&start=150
4279890184,Auxiliar de limpieza.,10hundra,Norrtälje,"Norrtälje, Stockholm County, Sweden",On-site,0.0,15 hours ago,"清毒, .com",https://www.linkedin.com/jobs/search/?currentJobId=4279890184&keywords=&location=Sweden&start=150
4278845276,Köksdesigner,Ballingslöv infra city,Upplands Väsby och Sollentuna,"Upplands Väsby och Sollentuna, Stockholm County, Sweden",On-site,6.0,2 days ago,"Kitchen and Bathroom Design, Furniture, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4278845276&keywords=&location=Sweden&start=150
4280737692,"Teacher, Substitute",Internationella Engelska Skolan i Sverige AB,Upplands Väsby,"Upplands Väsby, Stockholm County, Sweden",On-site,4.0,4 days ago,"English, Teaching, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280737692&keywords=&location=Sweden&start=175
4262353171,Servispersonal till Pinchos Farsta,Pinchos,Farsta,"Farsta, Stockholm County, Sweden",On-site,29.0,1 month ago,"Food and Beverage, Bartending, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4262353171&keywords=&location=Sweden&start=175
4232553327,Administatör I Tax | Göteborg,EY,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",On-site,100.0,Reposted 2 weeks ago,"Tax Law, Tax Preparation, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4232553327&keywords=&location=Sweden&start=175
4280467419,Nu söker vi en planerare till Arlanda,Avarn Security Sverige,Sigtuna,"Sigtuna, Stockholm County, Sweden",On-site,3.0,3 days ago,"Contact, Cooperate, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280467419&keywords=&location=Sweden&start=175
4255090773,Content Manager,Vattenfall,Solna,"Solna, Stockholm County, Sweden",On-site,100.0,Reposted 3 days ago,"Writing, Editing, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4255090773&keywords=&location=Sweden&start=175
4267744717,Intresseanmälan LIA /Praktik,CBRE Sweden,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,42.0,3 weeks ago,"Analytical Skills, On-site Training, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4267744717&keywords=&location=Sweden&start=175
4274335415,Barista till Caffè Nero i Mall of Scandinavia,Caffè Nero Sweden,Solna,"Solna, Stockholm County, Sweden",On-site,30.0,1 week ago,"Cash Processing, Food and Beverage, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4274335415&keywords=&location=Sweden&start=175
4280908464,Marketing & Communications Specialist,ABB,Greater Västerås Metropolitan Area,Greater Västerås Metropolitan Area,,10.0,2 days ago,"Advertising, English, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280908464&keywords=&location=Sweden&start=175
4255089450,Motion Graphics Designer (Parental Leave Cover),Viaplay Group,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,100.0,Reposted 3 days ago,"dynamic images, animations, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4255089450&keywords=&location=Sweden&start=175
4273546322,Städare i Stockholm - Flyttstäd & Storstäd,HomeMaid AB,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,5.0,1 week ago,"Housekeeping, Swedish, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4273546322&keywords=&location=Sweden&start=175
4281537189,"Allakando läxhjälp Partille, Generellt studiestöd",Allakando,Partille,"Partille, Västra Götaland County, Sweden",Remote,0.0,2 days ago,"Operations Management, Open Source Software",https://www.linkedin.com/jobs/search/?currentJobId=4281537189&keywords=&location=Sweden&start=175
4278752037,Quality Assurance Technician,Swedish Match,Kungälvs kommun,"Kungälvs kommun, Västra Götaland County, Sweden",On-site,85.0,1 week ago,"root cause, Swedish, +7 more",https://www.linkedin.com/jobs/search/?currentJobId=4278752037&keywords=&location=Sweden&start=175
4274038775,Barnvakt Nanny Uppsala Danmark 1kv/v- Kollektivavtal,2007 NANNYNU AB,Uppsala,"Uppsala, Uppsala County, Sweden",On-site,1.0,1 week ago,"Temporary infant care, child care, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4274038775&keywords=&location=Sweden&start=175
4266341362,Vi utökar! Bli Förvaltare på Riksbyggen!,Riksbyggen - Rum för hela livet,Jönköping,"Jönköping, Jönköping County, Sweden",On-site,22.0,3 weeks ago,"Property Management, Articles of Association, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4266341362&keywords=&location=Sweden&start=175
4275378050,"Vi fortsätter växa, därför behöver fler omtänksamma anställda!",Internetmedicin,Karlskrona,"Karlskrona, Blekinge County, Sweden",On-site,1.0,2 weeks ago,"General Electric, AV, +1 more",https://www.linkedin.com/jobs/search/?currentJobId=4275378050&keywords=&location=Sweden&start=175
4280735957,Timvikarie till Norlandia Förskolor Falun,Norlandia Förskolor,Falun,"Falun, Dalarna County, Sweden",On-site,0.0,4 days ago,"Operations Management, Open Source Software, +2 more",https://www.linkedin.com/jobs/search/?currentJobId=4280735957&keywords=&location=Sweden&start=175
4178644832,Spontanansökan Lilla Edet,Essity,Lilla Edet,"Lilla Edet, Västra Götaland County, Sweden",On-site,100.0,Reposted 3 days ago,"AV, Operations Management, +1 more",https://www.linkedin.com/jobs/search/?currentJobId=4178644832&keywords=&location=Sweden&start=175
4268604249,Customer Support with Tamil,Dals,European Union,European Union,Remote,100.0,3 weeks ago,"Interpretation, English",https://www.linkedin.com/jobs/search/?currentJobId=4268604249&keywords=&location=Sweden&start=175
4280146659,Vi söker en engagerad och utvecklingsorienterad hållbarhetscontroller!,Sydvatten AB,Malmo,"Malmo, Skåne County, Sweden",On-site,13.0,3 days ago,"Data Analytics, Sustainability, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280146659&keywords=&location=Sweden&start=175
4278812088,Biståndshandläggare,Olofströms Kommun,Olofström,"Olofström, Blekinge County, Sweden",,0.0,2 days ago,"Swedish, Government, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4278812088&keywords=&location=Sweden&start=175
4272481805,Restaurangpersonal hösten 2025,NORDIC CHOICE COMMERCIAL SERVICES AB,Åre,"Åre, Jämtland County, Sweden",On-site,0.0,2 weeks ago,"AV, open source software, +2 more",https://www.linkedin.com/jobs/search/?currentJobId=4272481805&keywords=&location=Sweden&start=175
4265317310,Melanders Söder,Melanders Fisk AB,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,7.0,4 weeks ago,"AV, Operations Management, +2 more",https://www.linkedin.com/jobs/search/?currentJobId=4265317310&keywords=&location=Sweden&start=175
4273554179,IT-tekniker,Söderhamn Nära AB,Söderhamn,"Söderhamn, Gävleborg County, Sweden",On-site,19.0,1 week ago,"Windows Server, Information Technology Infrastructure, +6 more",https://www.linkedin.com/jobs/search/?currentJobId=4273554179&keywords=&location=Sweden&start=175
4268544585,Förvaltare,Fastighets AB Balder,Västerås,"Västerås, Västmanland County, Sweden",,68.0,2 weeks ago,"Fundraising, Property Management, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4268544585&keywords=&location=Sweden&start=175
4279447512,Operations Team Lead,Confidential Co.,EMEA,EMEA,Remote,100.0,1 day ago,"English, Operations, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4279447512&keywords=&location=Sweden&start=175
4275567457,"Butiksmedarbetare, Hemköp Stockholm Gärdet",Hemköp,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,100.0,2 weeks ago,"Coffee, stocking on the shelves, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4275567457&keywords=&location=Sweden&start=200
3811772432,Extrajobb som IT-Support på Liseberg,Liseberg,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",On-site,14.0,21 hours ago,"Network Management, Troubleshooting, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=3811772432&keywords=&location=Sweden&start=200
4276986471,Social Media Manager Internship (Full-Time),Coursfy,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,30.0,1 week ago,"Social Media Optimization, Writing, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4276986471&keywords=&location=Sweden&start=200
4270050724,Vi söker timvikarier stödassistenter/boendestödjare till sommaren 2025!,Falu kommun,Falun,"Falun, Dalarna County, Sweden",On-site,4.0,2 weeks ago,,https://www.linkedin.com/jobs/search/?currentJobId=4270050724&keywords=&location=Sweden&start=200
4274392072,Restaurangmedarbetare,Bastard Burgers,Greater Malmö Metropolitan Area,Greater Malmö Metropolitan Area,On-site,11.0,1 week ago,"AV, open source software, +4 more",https://www.linkedin.com/jobs/search/?currentJobId=4274392072&keywords=&location=Sweden&start=200
4279658280,JENSEN gymnasium Göteborg söker lärarvikarier,JENSEN education,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",On-site,5.0,4 days ago,"Tutoring, Teaching, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4279658280&keywords=&location=Sweden&start=200
4282178254,Game Artist,ELK Studios,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,5.0,14 hours ago,"Mobile Games, 2D Art, +7 more",https://www.linkedin.com/jobs/search/?currentJobId=4282178254&keywords=&location=Sweden&start=200
4270238537,Maskinoperatör,NKT,Lyckeby,"Lyckeby, Blekinge County, Sweden",On-site,57.0,2 weeks ago,"Mechanical Operation, Machinery, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4270238537&keywords=&location=Sweden&start=200
4267469567,MAX söker driftledare,MAX Burgers,Linköping,"Linköping, Östergötland County, Sweden",,3.0,3 weeks ago,"Analytical Skills, Team Leadership, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4267469567&keywords=&location=Sweden&start=200
4263977264,Lönekonsult,Elite Accounting Sverige AB,Stockholm,"Stockholm, Stockholm County, Sweden",Hybrid,46.0,1 month ago,"PeopleSoft, Payment, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4263977264&keywords=&location=Sweden&start=200
4281533716,"Allakando läxhjälp Malmö, privatlärare 1-2 lektioner/vecka, Matematik",Allakando,Malmo,"Malmo, Skåne County, Sweden",Remote,0.0,2 days ago,"Swedish, Leadership, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4281533716&keywords=&location=Sweden&start=200
4277606933,Driftledare produktion,Pågen,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",On-site,51.0,1 week ago,"Food and Beverage, Interpersonal Skills, +4 more",https://www.linkedin.com/jobs/search/?currentJobId=4277606933&keywords=&location=Sweden&start=200
4272149470,Lokalvårdare - Landsort + Ankarudden - deltid,Kleni,Nynäshamn,"Nynäshamn, Stockholm County, Sweden",,4.0,1 week ago,"Housekeeping, Counter Work, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4272149470&keywords=&location=Sweden&start=200
4273809375,O´Learys Karlstad söker bartender,O'Learys,Karlstad,"Karlstad, Värmland County, Sweden",On-site,2.0,1 week ago,"Food and Beverage, Bartending, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4273809375&keywords=&location=Sweden&start=200
4264324431,Gruppträningsinstruktör,Fitness24Seven,Malmo,"Malmo, Skåne County, Sweden",On-site,9.0,4 weeks ago,"Fitness, Fitness Instruction, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4264324431&keywords=&location=Sweden&start=200
4277658613,Operational Buyer,Alfa Laval,Lund,"Lund, Skåne County, Sweden",On-site,86.0,1 week ago,"Analytical Skills, English, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4277658613&keywords=&location=Sweden&start=200
4273070140,"Web Content and Communications Manager, Lund",Axis Communications,Lund,"Lund, Skåne County, Sweden",On-site,100.0,1 week ago,"Communication, Oral Communication, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4273070140&keywords=&location=Sweden&start=200
4271455121,Ungdomsjobb inom vården,Internetmedicin,Ludvika,"Ludvika, Dalarna County, Sweden",On-site,1.0,2 weeks ago,AV,https://www.linkedin.com/jobs/search/?currentJobId=4271455121&keywords=&location=Sweden&start=200
4280839214,Vi vill bli fler i köket på Pinchos Landskrona,Pinchos,Landskrona,"Landskrona, Skåne County, Sweden",On-site,0.0,2 days ago,"Open Source Software, AV",https://www.linkedin.com/jobs/search/?currentJobId=4280839214&keywords=&location=Sweden&start=200
4270893322,Samverkansorienterad Odlingsledare,Holmen,Örnsköldsviks kommun,"Örnsköldsviks kommun, Västernorrland County, Sweden",On-site,1.0,1 week ago,"AV, open source software, +2 more",https://www.linkedin.com/jobs/search/?currentJobId=4270893322&keywords=&location=Sweden&start=200
4270895437,IT-tekniker,Söderhamn Nära AB,Söderhamn,"Söderhamn, Gävleborg County, Sweden",,3.0,1 week ago,"Troubleshooting, Technical Support, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4270895437&keywords=&location=Sweden&start=200
4279894440,Vill du vara vikarie på förskolan Kyrktuppen?,Svenska kyrkan,Jönköping,"Jönköping, Jönköping County, Sweden",,0.0,14 hours ago,"Operations Management, AV, +4 more",https://www.linkedin.com/jobs/search/?currentJobId=4279894440&keywords=&location=Sweden&start=200
4280217703,Webbredaktör,University of Gothenburg,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",On-site,0.0,1 day ago,"Journalism, HTML, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280217703&keywords=&location=Sweden&start=200
4267639369,Imazo AB söker medarbetare till fisk- och djuravdelning,Imazo,Vara,"Vara, Västra Götaland County, Sweden",On-site,1.0,3 weeks ago,"Analytical Skills, Swedish, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4267639369&keywords=&location=Sweden&start=200
4268283190,iGaming Lawyer,Fidel Partners,European Economic Area,European Economic Area,Remote,100.0,3 weeks ago,"Legal Instrument Writing, Anti-Money Laundering, +7 more",https://www.linkedin.com/jobs/search/?currentJobId=4268283190&keywords=&location=Sweden&start=200
4280894463,Resturangmedarbetare- Jönköping city - Deltid 50%,Holy Greens,Jönköping,"Jönköping, Jönköping County, Sweden",On-site,1.0,2 days ago,Operations Management,https://www.linkedin.com/jobs/search/?currentJobId=4280894463&keywords=&location=Sweden&start=225
4264657931,Servitris/ Servitör till Falkenberg Strandbad,ESS Group,Falkenberg,"Falkenberg, Halland County, Sweden",On-site,5.0,4 weeks ago,"Interpersonal Skills, Food and Drinks, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4264657931&keywords=&location=Sweden&start=225
4270690543,Trafikinformationsspecialister till Skånetrafikens Bokningssupport i Malmö,Skånetrafiken,Hässleholm,"Hässleholm, Skåne County, Sweden",,19.0,2 weeks ago,"AV, open source software, +2 more",https://www.linkedin.com/jobs/search/?currentJobId=4270690543&keywords=&location=Sweden&start=225
4276890071,Restaurangmedarbetare,Bastard Burgers,Mölndal,"Mölndal, Västra Götaland County, Sweden",On-site,2.0,1 week ago,"AV, open source software, +4 more",https://www.linkedin.com/jobs/search/?currentJobId=4276890071&keywords=&location=Sweden&start=225
4278723715,Spontanansökan timanställning till Café David/Natt Jouren i Kristianstad,Skåne Stadsmission,Kristianstads kommun,"Kristianstads kommun, Skåne County, Sweden",On-site,2.0,1 week ago,"Food Pretreatment, Food Safety, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4278723715&keywords=&location=Sweden&start=225
4280010497,Cafébiträde lördagar,SÄTRA BAGERIET AB,Uppsala,"Uppsala, Uppsala County, Sweden",On-site,2.0,5 days ago,"Catering Service, Food Safety, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280010497&keywords=&location=Sweden&start=225
4251774574,Är du redo att ta nästa steg i din karriär?,Sweco,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",,100.0,Reposted 6 days ago,"Analytical Skills, Child Care, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4251774574&keywords=&location=Sweden&start=225
4261685029,Servispersonal sökes till restaurang i centrala Göteborg!,ÄLSKLING AB,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",On-site,9.0,1 month ago,"Food and Beverage, Bartending, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4261685029&keywords=&location=Sweden&start=225
4281828986,Produktionspersonal Helsingborg,Elis Sverige (Sweden),Helsingborg,"Helsingborg, Skåne County, Sweden",On-site,1.0,11 hours ago,"Teamwork, Swedish, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4281828986&keywords=&location=Sweden&start=250
4276108952,Biträdande sociala medie-redaktör,Folkhälsomyndigheten,Solna,"Solna, Stockholm County, Sweden",On-site,100.0,Reposted 5 days ago,"Journalism, Proofreading, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4276108952&keywords=&location=Sweden&start=250
4266659317,STOCKHOLM - Summerjob Camper Rental (m/f/d),roadsurfer,Vallentuna,"Vallentuna, Stockholm County, Sweden",On-site,2.0,3 weeks ago,"Motor Vehicle Maintenance, FAQs, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4266659317&keywords=&location=Sweden&start=250
4268158326,Morgonpigg serveringspersonal till Restaurang Sand,RESTAURANG & HOTELL SKANSEN I BÅSTAD AB,Båstad,"Båstad, Skåne County, Sweden",On-site,1.0,3 weeks ago,"Bartending, Food and Drinks, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4268158326&keywords=&location=Sweden&start=250
4274237483,Serveringspersonal till Arkösunds hotell,Östgöta Kök-familjen,Vikbolandet,"Vikbolandet, Uppsala County, Sweden",On-site,0.0,1 week ago,"Food and Beverage, Bartending, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4274237483&keywords=&location=Sweden&start=250
4280413728,Servispersonal till Maryhill Estate,ESS Group,Glumslöv,"Glumslöv, Skåne County, Sweden",On-site,0.0,3 days ago,"Food and Beverage, Bartending, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280413728&keywords=&location=Sweden&start=250
4265844175,"Servitrice/Servitör Astrid Lindgrens Världs konferens, möte & event",Astrid Lindgrens Vimmerby AB,Vimmerby,"Vimmerby, Kalmar County, Sweden",On-site,0.0,4 weeks ago,"Food & Beverage, Catering Service, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4265844175&keywords=&location=Sweden&start=250
4280740579,Stödassistent till Daglig verksamhet Papper och print,Göteborgs kommun,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",On-site,0.0,4 days ago,"Operations Management, Customer Management, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280740579&keywords=&location=Sweden&start=250
4279892258,Video Editor (f/m/x),CHERRY,Landskrona,"Landskrona, Skåne County, Sweden",Hybrid,1.0,15 hours ago,"Pacing, YouTube, +2 more",https://www.linkedin.com/jobs/search/?currentJobId=4279892258&keywords=&location=Sweden&start=250
4279444626,Procurement Specialist,Confidential Co.,EMEA,EMEA,Remote,100.0,1 day ago,"Purchase, English, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4279444626&keywords=&location=Sweden&start=250
4280011337,Timvikarier Sökes till Norlandia Skölsta och Karlsro,Norlandia Förskolor,Uppsala,"Uppsala, Uppsala County, Sweden",On-site,0.0,5 days ago,"Engineering Equation Solver (EES), AV, +1 more",https://www.linkedin.com/jobs/search/?currentJobId=4280011337&keywords=&location=Sweden&start=250
4267537243,"Investment & Corporate Banking – Analyst, Stockholm",Mizuho,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,100.0,Reposted 1 day ago,"Analytical Skills, Investment Banking, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4267537243&keywords=&location=Sweden&start=250
4281536368,Är du vår nya stjärna i köket?,FRAICHE CATERING & ARRANGEMENTS I STOCKHOLM AB,Danderyd,"Danderyd, Stockholm County, Sweden",On-site,0.0,2 days ago,"Operations Management, Integrated Development Environment, +1 more",https://www.linkedin.com/jobs/search/?currentJobId=4281536368&keywords=&location=Sweden&start=250
4278698456,Public Affairs Manager,Fortum,Solna,"Solna, Stockholm County, Sweden",On-site,45.0,1 week ago,"Operations Management, Public Affairs, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4278698456&keywords=&location=Sweden&start=250
4270280493,Head of Operations,Stockholm Live AB,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,97.0,2 weeks ago,"Operations, Operations Management, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4270280493&keywords=&location=Sweden&start=250
4276991368,Butiksmedarbetare sökes till Linköping,NORMAL A/S,Linköping,"Linköping, Östergötland County, Sweden",,100.0,1 week ago,"On-Shelf, Cash Register, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4276991368&keywords=&location=Sweden&start=250
4268766371,Restaurangmedarbetare Linköping,Holy Greens,Linköping,"Linköping, Östergötland County, Sweden",On-site,25.0,3 weeks ago,Operations Management,https://www.linkedin.com/jobs/search/?currentJobId=4268766371&keywords=&location=Sweden&start=275
4271807949,Lagerarbetare till Apotek Hjärtat i Norrköping | Heltid,Manpower Sweden,Norrköping,"Norrköping, Östergötland County, Sweden",On-site,54.0,2 weeks ago,"Pharmacy, Prescription, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4271807949&keywords=&location=Sweden&start=275
4269709280,Servispersonal till Pinchos Trollhättan,Pinchos,Trollhättan,"Trollhättan, Västra Götaland County, Sweden",On-site,3.0,2 weeks ago,"Food and Beverage, Bartending, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4269709280&keywords=&location=Sweden&start=275
4272005693,Burger King Kungsbacka,B.KING GROUP AB,Kungsbacka,"Kungsbacka, Halland County, Sweden",On-site,6.0,2 weeks ago,"Food Pretreatment, Food Safety, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4272005693&keywords=&location=Sweden&start=275
4264353461,Besiktningsingenjör till Kiwa ISA Sport,Kiwa Sverige,Malmo,"Malmo, Skåne County, Sweden",On-site,26.0,4 weeks ago,"Land Surveying, Civil Engineering, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4264353461&keywords=&location=Sweden&start=275
4280739615,Cafébiträde sökes till Göteborgs äldsta konditori - Tillsvidare 100%,WIKTOR AHLSTRÖMS KONDITORI AB,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",On-site,0.0,4 days ago,"Cooking, Human Resources (HR), +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4280739615&keywords=&location=Sweden&start=275
4273546300,Städare hemstädning södra Stockholm,HomeMaid AB,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,5.0,1 week ago,"Housekeeping, Counter Work, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4273546300&keywords=&location=Sweden&start=275
4279573346,Lönespecialist,Nederman,Helsingborg,"Helsingborg, Skåne County, Sweden",On-site,32.0,4 days ago,"Payroll Tax, Human Resources (HR), +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4279573346&keywords=&location=Sweden&start=275
4273328586,Clinical Trial Associate - Europe,Bicara Therapeutics,European Union,European Union,Remote,100.0,1 week ago,"Clinical trials, Good drug clinical trial specifications, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4273328586&keywords=&location=Sweden&start=275
4277660009,"Butiksmedarbetare (extrajobb), Hemköp Lund Karhögstorg",Hemköp,Greater Malmö Metropolitan Area,Greater Malmö Metropolitan Area,On-site,77.0,1 week ago,"Coffee, stocking on the shelves, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4277660009&keywords=&location=Sweden&start=275
4266303988,Städpersonal,Internetmedicin,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,26.0,3 weeks ago,"Laundry, Housekeeping, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4266303988&keywords=&location=Sweden&start=275
4271717224,Besiktningstekniker till Västerås/Enköping!,DEKRA Sverige,Västerås,"Västerås, Västmanland County, Sweden",On-site,16.0,1 week ago,"Motor vehicle maintenance, quality assurance, +2 more",https://www.linkedin.com/jobs/search/?currentJobId=4271717224&keywords=&location=Sweden&start=275
4262543584,MAX Sisjön söker helgare,MAX Burgers,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",,5.0,4 weeks ago,"AV, open source software, +1 more",https://www.linkedin.com/jobs/search/?currentJobId=4262543584&keywords=&location=Sweden&start=275
4261408899,Nätdriftsanalytiker,Telia,Gothenburg,"Gothenburg, Västra Götaland County, Sweden",,24.0,Reposted 2 weeks ago,"Network Management, AV, +5 more",https://www.linkedin.com/jobs/search/?currentJobId=4261408899&keywords=&location=Sweden&start=275
4278564612,Medlemsvärd SATS Stadion,SATS Sverige,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,15.0,1 week ago,"AV, General Electric, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4278564612&keywords=&location=Sweden&start=300
4276998645,Payroll Associate | Sweden,Deel,Greater Gothenburg Metropolitan Area,Greater Gothenburg Metropolitan Area,Remote,51.0,1 week ago,"Computer operation, salary payment, +8 more",https://www.linkedin.com/jobs/search/?currentJobId=4276998645&keywords=&location=Sweden&start=300
4277149133,Aktivitetsledare till Klubbar by Passalen Stockholm,Passalen,Stockholm,"Stockholm, Stockholm County, Sweden",On-site,0.0,1 week ago,"Operations Management, AV, +6 more",https://www.linkedin.com/jobs/search/?currentJobId=4277149133&keywords=&location=Sweden&start=300
